"ulm","Ulm","ulm is a city in germany, part of the bundesland of baden-württemberg (about 100 km south-east of stuttgart). its population is slightly above 115,000. ulm was also the birthplace of one of the 20th century's most famous people - albert einstein. ulm is first mentioned in 854 and was declared a city by friedrich barbarossa in 1164. ulm blossomed during the 1500s and 1600s, mostly due to the export of textiles. these centuries also represented the zenith of art in ulm, especially for painters and sculptors. in 1803, it ceased to be an ""imperial free city"" and was absorbed into bavaria. during the campaign of 1805, napoleon managed to trap the invading austrian army of general mack in ulm and forced it to surrender. in 1810, ulm was incorporated into the kingdom of württemberg. in 1938, it again became a ""free city"" (which means that it didn't belong to a county). the ulm münster is the tallest church world wide. it is an example of gothic ecclesiastical architecture in germany – taking first place before cologne cathedral and the tallest church in the world. it has dominated the city and the region for hundreds of years and its name is, without doubt, a synonym for the city itself, at home and abroad. it has its spire, above all, to thank for this. with its 161 metres, it is the highest spire in the world. those who climb its 768 steps of well worn stone are rewarded with a superb panoramic view of baden-württemberg's ulm and bavaria's neu-ulm and, in the right weather conditions, a vista of the alpine range from säntis to the zugspitze."
"ult","Ult","""the definition of being ult

is being the best you at all times

fuck the opposite if they ain't ult

destroy them

being the ultimate you""

-denzel curry"
"ulu","Ulu","1). ulu means 'owl' in the language urdu. 2). ulu (owl) which is a bird that wakes up in night is a symbol of smartness. 3). in south asian countries, ulu (owl) is mostly referred to somebody idiot or foolish."
"umb","Umbia","university of massachusetts at boston, also known as u.mass/boston but sometimes confused with the university of maryland, baltimore.

the times higher education world reputation rankings 2011 rated the university of massachusetts system at #19 worldwide. the other main campuses of the university of massachusetts are located in amherst, dartmouth, lowell and worcester.

umb is a 100% commuter school and is the only public university in boston. located primarily on columbia point in dorchester on landfill previously used as a boston municipal sewage pumping station, trash dump, ww2 italian pow camp, umb now houses the kennedy presidential library and museum and the massachusetts archives. umb hosted a televised george w. bush al gore 2000 presidential debate.

the buildings on the umb campus feature double insulated windows to reduce noise from planes landing at nearby logan international airport.

additional nformation on umb can be found at www.umb.edu."
"umi","Umi","a word that describes a young, beautiful girl. she's usually loud, but not too loud. she's the life of every party. she sometimes makes mistakes, but always learns from them. she effects everyone's life. you either love an umi or hate an umi. most boys will soon find them self in love or crushing on umi. umi is also great at sex and sends nudes."
"umm","Umms","a cigarette that has already bein lit and smoked and put out before finished to save until later.

umm jar: the jar you put your umms in. or any jar that looks like a bee"
"umu","Umu","umu means mom and some muslim girls go by umu hawa or eve meaning first mother"
"unb","Un-B","the word un-b is an abbreviation of unbelievable. it can be used 2 describe basically anything."
"unc","Unc","the university of north carolina at chapel hill.  the oldest public university in the united states.  chartered in 1789, and open in 1793.  is the flagship university of the north carolina public univerisity system, which consists of 16 seperate campuses.  has inredible academics, which has lead to the title of a ""public ivy"" university.  unc is located in chapel hill, nc.  chapel hill has been described as the dictionary definition of a college town.  unc also has some of the best athletics, including 5 ncaa basketball championships, and numerous championships in the other 26 varsity sport programs."
"une","Unced","short for union city, california. about 15 miles south of oakland, california. the northernmost city in the ""tri-city"" oakland suburb. pronounced ""yoon""."
"uno","Unos","unos is called to recieve the first hit on a marijuana smoking device. ie. [blunt], [pipe], [bong]"
"uns","U.N.S","u.n.s. means unreliable nigger syndrome.  "
"upc","U.P.C","glass pipes and bongs that promote the legalization of marijuana. u.p.c. means until prohibition ceases."
"ura","U-R-A","i. short for you are a.

ii. when typing in a chat room or in a text instead of spelling out the whole words you are a, use (u-r-a)= ura"
"urb","Urban","when you're too lazy to type in ""urban dictionary"" in google, so you just type in ""urb"" to get there faster"
"ure","U'Re","[newbian] for the word you're. used by people in changing from newbian to general english."
"urf","Urf","euphemism for the vomit.  ""urf"" is useable as a noun or verb and is directly synonymous with ""ralph"".  urf is a much more useful word as it best approximates the wretched sound of a person who is delivering street pizza by inverting their tummy."
"urg","Urag","acronym: you are gay

variation: urag - you are all gay"
"urh","Urh'","1. an insult ecompassing everything from a sad passing comment to an all-out [disgruce]ful comment. 2. to be let down or deflated; to have one's ego crushed; to come out of a situation with absolutely nothing 3. synonmous with [urh shit] 4. (another way to use this insult, is when someone makes a sad joke, you repeat exactly what they say but turn the vowel sound in the main word/concept of their joke into an 'urh' sound)."
"urn","Urn","to urn is to burn up; do away with.

urn must be spoken in a rather dignified tone.

other forms: urned, urning"
"uro","Uros","the best friend and boyfriend you will ever have !! honest,intelligent,smart and beautiful (inside and out). you can trust him. he will listen, take care of you and be your best friend.he has a unique personality i like it. he is awesome!!!! i wish i had a friend like uros for ever."
